wave,name,label,type,n_missing,pct_missing,n_unique,examples
baseline,c26_nonsick_u7_3_3,C26_3.[General check-up] is the reason that Under 6 children visit/interact with,haven_labelled,3165,98.6,1,0
baseline,c26_nonsick_u7_4_3,C26_4.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,3165,98.6,2,1 | 0
baseline,c27_notconsult_u7_3,C27.The reasons that the [Child (3)] didn't seek health care although sick/injur,character,0,0,9, | 1 2 | 3 | 1 | 2
baseline,c27_notconsult_u7_1_3,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3175,98.9,2,1 | 0
baseline,c27_notconsult_u7_2_3,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,2,1 | 0
baseline,c27_notconsult_u7_3_3,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_4_3,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_5_3,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_6_3,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_7_3,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_8_3,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_9_3,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_10_3,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_11_3,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_12_3,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_13_3,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_14_3,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_15_3,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_16_3,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_17_3,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_18_3,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_19_3,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_20_3,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_21_3,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_22_3,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_23_3,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_24_3,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_25_3,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3175,98.9,1,0
baseline,c28_inpatient_u7_3,C28.Hospitalization during 12 months [Child (3)],haven_labelled,3089,96.2,2,0 | 1
baseline,c29_insu_u7_3,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,3089,96.2,2,0 | 1
baseline,c30_episode_u7_3,C30.Episodes of hospitalization in the last 12 months [Child (3)],numeric,3209,100,1,1
baseline,c31_disease_u7_3,C31.Reasons for hospitalization for the most recent episode [Child (3)],character,0,0,5, | 34 | 2 | 33 | 12
baseline,c31_disease_u7_1_3,C31_1.[Malaria/ fever] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_2_3,C31_2.[Diseases of Respiratory including pneumonia] was the reason for hospitali,haven_labelled,3208,99.9,2,1 | 0
baseline,c31_disease_u7_3_3,C31_3.[TB] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_4_3,C31_4.[Kidney disease] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_5_3,C31_5.[Liver disease] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_6_3,C31_6.[Cardiovascular disease] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_7_3,C31_7.[Haematological disorders] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_8_3,C31_8.[Eye infections] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_9_3,C31_9.[HIV/AIDS] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_10_3,C31_10.[Diabetes] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_11_3,C31_11.[Hypertension] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_12_3,C31_12.[Diarrhea] was the reason for hospitalization..,haven_labelled,3209,100,1,1
baseline,c31_disease_u7_13_3,C31_13.[Intestinal worms] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_14_3,C31_14.[STD (Syphilis etc)] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_15_3,C31_15.[Accidents and injuries] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_16_3,C31_16.[Gender Based Violence related injuries] was the reason for hospitalizati,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_17_3,C31_17.[Cancer] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_18_3,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_19_3,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_20_3,C31_20.[Treatment/ surgery for reproductive health related cancers etc.] was the,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_21_3,C31_21.[Post-natal care/ delivery complications] was the reason for hospitalizat,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_22_3,C31_22.[Abortion] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_23_3,C31_23.[Covid-19] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_24_3,C31_24.[Surgery for Appendicitis] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_25_3,"C31_25.[Skin diseases (e.g., boils, lesions, etc.)] was the reason for hospitali",haven_labelled,3209,100,1,0
baseline,c31_disease_u7_42_3,C31_42.[Cleft palate surgery] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_41_3,C31_41.[The newborn could not be fed.] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_40_3,C31_40.[Low Birth weight] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_39_3,C31_39.[Constipation] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_38_3,C31_38.[Meningitis] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_37_3,C31_37.[Jaundice] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_36_3,"C31_36.[Signs of labours (pain, rupture of membrane)] was the reason for hospita",haven_labelled,3209,100,1,0
baseline,c31_disease_u7_35_3,C31_35.[Drug poison/food poison] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_34_3,C31_34.[Fever] was the reason for hospitalization..,haven_labelled,3208,99.9,2,1 | 0
baseline,c31_disease_u7_33_3,C31_33.[Epilepsy/seizure] was the reason for hospitalization..,haven_labelled,3207,99.9,2,1 | 0
baseline,c31_disease_u7_32_3,C31_32.[Intussusception] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_31_3,C31_31.[Melena] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_30_3,C31_30.[Surgery for hernia] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_29_3,C31_29.[Surgery for hydrocephalus] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_28_3,C31_28.[Dengue Haemorrhagic Fever] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_27_3,C31_27.[Abnormal pregnancy/pregnancy complications/malpresentation] was the reas,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_26_3,C31_26.[Gastritics] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c32_opd_u7_3,C32.Seeking outpatient/primary care before hospitalization [Child (3)],haven_labelled,3209,100,1,0
baseline,c33_hospital_u7_3,C33.Place of hospitalization for the most recent episode [Child (3)],haven_labelled,3209,100,1,1
baseline,c34_stopnormal_u7_3,C34.Number of days stopped for normal activities because of the hospitalization,numeric,3209,100,1,3
baseline,c35_days_u7_3,C35.Days spent in the hospital for the most recent hospitalization [Child (3)],numeric,3209,100,1,3
baseline,c36_health_u7_3,C36.Amount of money[MMK] spent on direct health care costs for most recent hospi,numeric,3209,100,1,150000
baseline,c37_nonhealth_u7_3,C37.Amount of money[MMK] spent on indirect health care costs for most recent hos,numeric,3209,100,1,50000
baseline,c37b_u7_total_3,C37.Total health care costs for inpatient care[Child (3)],numeric,3209,100,1,200000
baseline,u7_cal_4,,character,0,0,2, | 4
baseline,v930,u7_name_4,character,0,0,9, | Ma PoPo | ​မောင်​နေသူရ​အောင် | ​အောင်မျိုးချစ် | သုတ​အောင်
baseline,c1_time_u7_4,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,3202,99.8,3,0 | 2 | 1
baseline,c2_nature_u7_4,C2.Nature of the interactions in the last 12 months [Child (4)],character,0,0,2, | 1
baseline,c2_nature_u7_1_4,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,3208,99.9,1,1
baseline,c2_nature_u7_2_4,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_3_4,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_4_4,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_5_4,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_6_4,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_7_4,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_8_4,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_9_4,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_10_4,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_99_4,4 c2_nature_u7_99_,character,0,0,2, | 0
baseline,c3_test_u7_4,C3.Tests/Investigations involved in the last 12 months [Child (4)],haven_labelled,3208,99.9,1,0
baseline,c4_hospital_u7_4,C4.Episodes of hospitalization in the last 12 months [Child (4)],numeric,3202,99.8,1,0
baseline,c5_amount_u7_4,C5.Approximate spent on health care in the last 12 months [Child (4)],numeric,3208,99.9,2,12000 | 6000
baseline,c6_selfmed_u7_4,C6.Approximate spent on self-prescribed medication in the last 12 months [Child,numeric,3204,99.8,4,0 | 5000 | 2000 | 1500
baseline,c7_compare_u7_4,C7.Health care utilizaiton after February 1. [Child (4)],haven_labelled,3202,99.8,3,3 | 1 | 2
baseline,c8_illyesno_u7_4,"C8.llness, injury, or health complaints in the last 30 days [Child (4)]",haven_labelled,3202,99.8,2,0 | 1
baseline,c9_insu_u7_4,C9.Main (government or private) health insurance covering outpatient care for si,haven_labelled,3202,99.8,1,0
baseline,c10_seekcare_u7_4,C10.Consulting/visiting/interacting with health care providers during the past 3,haven_labelled,3205,99.8,2,1 | 0
baseline,c11_disease_u7_4,C11.Disease diagnosed for the most recent interaction in the past 30 days [Child,character,0,0,4, | 11 | 3 8 9 10 | 3 8
baseline,c11_disease_u7_1_4,C11_1.[Diarrhea ] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_2_4,C11_2.[Dengue Hemorrhagic Fever] was disease diagnosed by doctor/health care pro,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_3_4,C11_3.[Fever] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,3207,99.9,2,0 | 1
baseline,c11_disease_u7_4_4,C11_4.[Malaria] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_5_4,C11_5.[Typhoid] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_6_4,C11_6.[Kidney disease] was disease diagnosed by doctor/health care provider for,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_7_4,"C11_7.[Skin diseases (e.g., boils, lesions, etc.)] was disease diagnosed by doct",haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_8_4,C11_8.[Cough] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,3207,99.9,2,0 | 1
baseline,c11_disease_u7_9_4,C11_9.[Nasal congestion] was disease diagnosed by doctor/health care provider fo,haven_labelled,3207,99.9,2,0 | 1
baseline,c11_disease_u7_10_4,C11_10.[Running nose] was disease diagnosed by doctor/health care provider for t,haven_labelled,3207,99.9,2,0 | 1
baseline,c11_disease_u7_11_4,C11_11.[Influenza] was disease diagnosed by doctor/health care provider for the,haven_labelled,3207,99.9,2,1 | 0
baseline,c11_disease_u7_12_4,C11_12.[Abdominal pain] was disease diagnosed by doctor/health care provider for,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_13_4,C11_13.[Covid 19] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_14_4,C11_14.[Hypertension] was disease diagnosed by doctor/health care provider for t,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_15_4,C11_15.[Diabetes] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_16_4,C11_16.[Nausea and vomiting] was disease diagnosed by doctor/health care provide,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_17_4,"C11_17.[Accidents (motorbike/car accidents, etc)] was disease diagnosed by docto",haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_18_4,C11_18.[Occupational injuries or other injuries] was disease diagnosed by doctor,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_19_4,C11_19.[Oral disease] was disease diagnosed by doctor/health care provider for t,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_45_4,C11_45.[Eyes disease/eyes infection] was disease diagnosed by doctor/health care,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_44_4,C11_44.[Jaundice] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_43_4,C11_43.[Back pain] was disease diagnosed by doctor/health care provider for the,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_42_4,C11_42.[Weakness] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_41_4,C11_41.[Medical checkup/investigations] was disease diagnosed by doctor/health c,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_40_4,C11_40.[Paralysis] was disease diagnosed by doctor/health care provider for the,haven_labelled,3207,99.9,1,0
baseline,c11_disease_u7_39_4,C11_39.[Epilepsy/seizure] was disease diagnosed by doctor/health care provider f,haven_labelled,3207,99.9,1,0
